customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_probability,tenure_group
8580-AECUZ,Male,1,No,No,1,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.9085680900230668,0-12 months (New)
3307-TLCUD,Male,0,Yes,No,17,Month-to-month,No,Mailed check,34.4,592.75,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,0.4208028890628917,13-24 months
6625-FLENO,Male,0,Yes,No,58,Two year,No,Mailed check,20.75,1185.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.009550454132135087,48+ months (Loyal)
2967-MXRAV,Male,0,Yes,Yes,1,One year,No,Mailed check,18.8,18.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.21911712530941355,0-12 months (New)
7963-GQRMY,Female,0,Yes,Yes,3,Month-to-month,No,Mailed check,44.3,134.5,Yes,Yes,No,DSL,No,No,No,No,No,No,0.5194775056876728,0-12 months (New)
8189-HBVRW,Female,0,No,No,53,Month-to-month,No,Electronic check,90.8,4921.2,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0.38643746782282906,48+ months (Loyal)
4163-KIUHY,Male,0,No,No,35,Month-to-month,Yes,Electronic check,25.6,901.25,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2561313118991773,25-48 months
1228-FZFRV,Male,0,Yes,Yes,50,Month-to-month,No,Credit card (automatic),105.95,5341.8,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0.4666162349033085,48+ months (Loyal)
3500-NSDOA,Male,0,Yes,Yes,68,Two year,No,Credit card (automatic),70.8,4859.95,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,0.028430594814696147,48+ months (Loyal)
1171-TYKUR,Male,0,Yes,No,47,Month-to-month,No,Electronic check,25.4,1139.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.11617651984572921,25-48 months
3761-FLYZI,Female,1,Yes,No,65,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.6165579809759313,48+ months (Loyal)
2058-DCJBE,Male,0,No,No,5,Month-to-month,Yes,Electronic check,69.75,324.6,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8438521893007552,0-12 months (New)
5364-XYIRR,Male,0,Yes,No,51,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.7491982002186593,48+ months (Loyal)
4829-AUOAX,Female,0,No,No,46,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.642822571507617,25-48 months
1219-NNDDO,Female,0,No,No,9,Month-to-month,Yes,Electronic check,76.85,663.55,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8414738607171826,0-12 months (New)
8388-DMKAE,Female,0,No,No,8,Two year,No,Mailed check,20.25,174.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.10129479869547808,0-12 months (New)
4403-BWPAY,Male,0,No,No,14,One year,Yes,Credit card (automatic),24.8,321.7,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.242679970049807,13-24 months
9659-QEQSY,Female,0,No,No,45,Month-to-month,Yes,Electronic check,115.65,5125.5,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.6304028966403686,25-48 months
5405-ZMYXQ,Female,0,No,No,8,Month-to-month,Yes,Credit card (automatic),74.6,548.9,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.7970429825404379,0-12 months (New)
5047-LHVLY,Male,1,No,Yes,1,Month-to-month,Yes,Mailed check,50.15,50.15,Yes,Yes,No,DSL,No,No,Yes,No,No,No,0.6667847645799803,0-12 months (New)
1442-OKRJE,Male,0,Yes,Yes,66,One year,Yes,Bank transfer (automatic),103.15,7031.3,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.2571431988926596,48+ months (Loyal)
4737-AQCPU,Male,0,Yes,Yes,72,Two year,No,Credit card (automatic),72.1,5016.65,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0.01130914528380858,48+ months (Loyal)
9158-VCTQB,Female,0,Yes,No,41,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.5761718004752717,25-48 months
2808-CHTDM,Female,0,Yes,Yes,23,Two year,No,Mailed check,25.1,611.45,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.052297242295047015,13-24 months
6311-UEUME,Female,0,No,No,29,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.7675508873209269,25-48 months
0793-TWELN,Female,0,No,No,4,Month-to-month,Yes,Electronic check,80.15,319.85,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.8161485410222888,0-12 months (New)
3283-WCWXT,Male,0,Yes,Yes,6,Two year,No,Mailed check,25.4,153.3,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.11062399899352629,0-12 months (New)
1060-ENTOF,Female,1,Yes,No,67,One year,Yes,Credit card (automatic),105.4,7035.6,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,0.2269183089919226,48+ months (Loyal)
0999-QXNSA,Male,1,No,Yes,7,Month-to-month,Yes,Mailed check,45.75,344.2,No,Yes,No,DSL,No,No,No,No,No,No,0.6259226020646171,0-12 months (New)
5451-MHQOF,Male,0,Yes,Yes,56,One year,Yes,Mailed check,24.45,1431.65,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.03442512991699282,48+ months (Loyal)
4836-WNFNO,Female,0,Yes,No,72,Two year,No,Credit card (automatic),25.0,1849.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.00668896453404368,48+ months (Loyal)
9225-BZLNZ,Male,0,Yes,No,72,Two year,Yes,Electronic check,85.25,6083.1,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0.07988276447826767,48+ months (Loyal)
0354-VXMJC,Male,0,Yes,Yes,23,Two year,No,Credit card (automatic),19.6,426.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.04365804504339712,13-24 months
4422-QVIJA,Female,0,No,Yes,35,Month-to-month,No,Mailed check,50.15,1655.35,No,Yes,Yes,DSL,No,No,No,No,No,No,0.2705164013758922,25-48 months
9365-SRSZE,Male,1,Yes,No,27,Month-to-month,Yes,Electronic check,70.55,1943.9,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.7504373363021367,25-48 months
6839-ITVZJ,Female,0,Yes,Yes,26,Month-to-month,Yes,Electronic check,60.05,1616.15,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,0.4254077545941153,25-48 months
8332-OSJDW,Male,0,Yes,Yes,12,One year,No,Mailed check,26.4,314.95,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.15914893546489084,13-24 months
4735-BJKOU,Female,0,No,No,40,Two year,No,Mailed check,20.15,804.85,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.023342413772723895,25-48 months
0274-JKUJR,Male,0,Yes,Yes,7,Month-to-month,No,Mailed check,58.85,465.7,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.5748047974464662,0-12 months (New)
5740-YHGTW,Male,0,Yes,Yes,70,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0.28964237688015937,48+ months (Loyal)
8917-SZTTJ,Male,0,Yes,Yes,60,Two year,No,Credit card (automatic),19.65,1161.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.007513766143752784,48+ months (Loyal)
1696-MZVAU,Male,0,Yes,Yes,39,One year,Yes,Credit card (automatic),25.25,947.75,No,No,No phone service,DSL,No,No,No,No,No,No,0.1892771709963119,25-48 months
7359-WWYJV,Male,0,Yes,No,72,Two year,No,Credit card (automatic),114.45,8375.05,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.10792657168654872,48+ months (Loyal)
0375-HVGXO,Female,0,No,No,1,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,No,No phone service,DSL,No,No,No,No,Yes,No,0.86437708381929,0-12 months (New)
4906-ZHGPK,Male,0,Yes,Yes,54,One year,Yes,Electronic check,70.7,3770.0,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,0.16223261587000984,48+ months (Loyal)
8593-WHYHV,Male,0,No,No,3,Month-to-month,Yes,Electronic check,85.3,264.8,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.9003232770036381,0-12 months (New)
3795-GWTRD,Female,0,Yes,Yes,63,Two year,No,Credit card (automatic),75.55,4707.85,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,0.017398049189086582,48+ months (Loyal)
1298-PHBTI,Male,0,Yes,Yes,71,Two year,Yes,Electronic check,84.8,6152.4,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,0.10597907767049634,48+ months (Loyal)
6223-DHJGV,Female,0,No,No,42,One year,Yes,Mailed check,20.65,958.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.060058390073296254,25-48 months
6961-MJKBO,Male,0,No,No,47,Two year,No,Bank transfer (automatic),20.45,943.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.01902411930836717,25-48 months
6097-EQISJ,Female,0,Yes,Yes,66,One year,Yes,Credit card (automatic),102.45,6615.15,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.3372590478805429,48+ months (Loyal)
4423-YLHDV,Female,0,Yes,No,21,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0.7605545090564586,13-24 months
8158-WPEZG,Male,0,No,No,11,Month-to-month,Yes,Electronic check,35.65,425.1,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.6734502755973738,0-12 months (New)
0107-YHINA,Male,0,No,Yes,1,Month-to-month,Yes,Electronic check,99.75,99.75,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.9038987978628111,0-12 months (New)
4918-FYJNT,Female,1,Yes,No,55,Month-to-month,No,Electronic check,90.45,5044.8,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,0.4387982436980474,48+ months (Loyal)
0727-BNRLG,Male,0,No,No,69,Two year,Yes,Credit card (automatic),97.65,6743.55,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,0.14096212010692877,48+ months (Loyal)
4854-CIDCF,Female,1,No,No,3,Month-to-month,No,Electronic check,73.85,196.4,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,0.8266488027109423,0-12 months (New)
8640-SDGKB,Male,0,No,No,4,Month-to-month,Yes,Electronic check,74.4,299.7,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0.7615864821942122,0-12 months (New)
3280-MRDOF,Male,1,No,No,30,Two year,Yes,Credit card (automatic),69.1,2093.9,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,0.2074480751727179,25-48 months
6435-SRWBJ,Female,0,No,No,5,Month-to-month,Yes,Electronic check,82.75,417.75,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,0.8280172331415439,0-12 months (New)
9964-WBQDJ,Female,0,Yes,No,71,Two year,Yes,Credit card (automatic),24.4,1725.4,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.009663093655914936,48+ months (Loyal)
6303-KFWSL,Female,0,No,No,29,One year,Yes,Electronic check,55.25,1620.2,No,Yes,Yes,DSL,No,Yes,No,No,No,No,0.35050587110767345,25-48 months
1702-CCFNJ,Male,0,Yes,No,52,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,0.15047264549294728,48+ months (Loyal)
8932-CZHRQ,Male,0,No,No,68,One year,No,Credit card (automatic),76.75,5233.25,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,0.06393240428654984,48+ months (Loyal)
0386-CWRGM,Female,0,Yes,Yes,46,Two year,No,Mailed check,19.4,967.85,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.014477656259262318,25-48 months
5515-RUGKN,Male,0,No,No,8,Month-to-month,Yes,Credit card (automatic),54.75,438.05,No,Yes,No,DSL,No,No,No,No,No,Yes,0.675349529845462,0-12 months (New)
0404-AHASP,Male,0,Yes,No,72,Two year,No,Credit card (automatic),19.7,1421.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.005052398174765655,48+ months (Loyal)
7279-NMVJC,Female,0,No,No,17,One year,No,Bank transfer (automatic),19.9,323.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.14456350909984236,13-24 months
2081-VEYEH,Male,0,No,No,3,Month-to-month,Yes,Electronic check,107.95,318.6,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.8308061854285204,0-12 months (New)
6407-UTSLV,Female,1,No,No,2,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0.8527702641951522,0-12 months (New)
4116-TZAQJ,Female,0,No,No,9,Month-to-month,Yes,Credit card (automatic),74.25,639.65,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.6779316441763085,0-12 months (New)
9060-HJJRW,Female,0,No,No,51,One year,Yes,Credit card (automatic),56.4,2928.5,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.23544716797106652,48+ months (Loyal)
2587-YNLES,Female,0,Yes,Yes,6,Two year,No,Mailed check,20.1,100.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.08921118729691888,0-12 months (New)
7398-SKNQZ,Female,0,Yes,No,3,Month-to-month,No,Electronic check,94.9,273.2,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.8826778804039271,0-12 months (New)
5935-FCCNB,Female,1,No,No,17,Month-to-month,Yes,Electronic check,94.2,1608.15,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.9066311409111313,13-24 months
1958-RNRKS,Male,0,Yes,No,30,Month-to-month,No,Electronic check,49.9,1441.95,No,Yes,Yes,DSL,No,No,No,No,No,No,0.44852148234960376,25-48 months
5136-RGMZO,Male,0,No,No,31,Month-to-month,Yes,Electronic check,71.05,2168.15,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,0.5101604738013533,25-48 months
8345-MVDYC,Female,0,No,No,45,Two year,No,Bank transfer (automatic),81.65,3618.7,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.06544964580182519,25-48 months
8226-BXGES,Male,0,Yes,No,64,One year,No,Bank transfer (automatic),89.45,5692.65,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0.14268322290622953,48+ months (Loyal)
3877-JRJIP,Male,0,No,No,1,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,0.8289634862335074,0-12 months (New)
8375-DKEBR,Female,1,No,No,1,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.883301033860605,0-12 months (New)
9705-IOVQQ,Male,1,Yes,Yes,61,One year,No,Electronic check,99.0,5969.3,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.4392834898462234,48+ months (Loyal)
1015-OWJKI,Male,0,No,No,1,Month-to-month,No,Mailed check,19.05,19.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.4081529865937565,0-12 months (New)
7511-YMXVQ,Male,0,No,No,9,Month-to-month,Yes,Electronic check,45.4,418.8,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,0.8553808252055297,0-12 months (New)
2040-XBAVJ,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),114.45,8100.55,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.09301562561237067,48+ months (Loyal)
7551-JOHTI,Female,0,No,No,1,Month-to-month,No,Mailed check,19.5,19.5,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.39696319419145804,0-12 months (New)
8887-IPQNC,Female,0,Yes,No,7,Month-to-month,Yes,Mailed check,44.25,313.45,No,Yes,No,DSL,No,No,No,No,No,No,0.6047493632971492,0-12 months (New)
8646-JCOMS,Female,0,Yes,No,66,One year,Yes,Bank transfer (automatic),90.55,6130.95,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,0.19800769376775798,48+ months (Loyal)
9804-ICWBG,Male,0,No,No,1,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8612844117792308,0-12 months (New)
1222-KJNZD,Male,0,Yes,Yes,40,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.1079261042529157,25-48 months
0106-GHRQR,Male,0,No,No,16,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,0.6214805675665878,13-24 months
5318-IXUZF,Female,0,No,No,2,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0.8075141800526437,0-12 months (New)
3768-VHXQO,Male,0,Yes,No,67,Two year,No,Credit card (automatic),24.85,1583.5,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.008418655743627974,48+ months (Loyal)
8952-WCVCD,Female,0,Yes,No,41,One year,Yes,Bank transfer (automatic),104.45,4162.05,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.39497428974292326,25-48 months
2418-TPEUN,Female,0,Yes,Yes,56,Two year,Yes,Credit card (automatic),19.8,1119.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.012338324866425983,48+ months (Loyal)
3963-RYFNS,Female,0,No,No,72,Two year,Yes,Bank transfer (automatic),116.45,8013.55,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.13781280714558106,48+ months (Loyal)
3198-VELRD,Female,0,Yes,Yes,3,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.8390417127515534,0-12 months (New)
8540-ZQGEA,Female,0,Yes,No,54,Two year,No,Credit card (automatic),20.05,1102.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.011635489380192897,48+ months (Loyal)
1320-REHCS,Male,1,No,No,52,Month-to-month,Yes,Electronic check,110.75,5832.0,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.7336005582372866,48+ months (Loyal)
4137-JOPHL,Female,0,No,No,50,Two year,Yes,Bank transfer (automatic),89.7,4304.5,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0.18485023554202445,48+ months (Loyal)
9436-ZBZCT,Male,0,No,No,14,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,0.8272577270038786,13-24 months
7801-CEDNV,Male,0,Yes,No,27,One year,No,Credit card (automatic),48.7,1421.75,No,Yes,No,DSL,Yes,No,No,No,No,No,0.1560812409543776,25-48 months
2057-BOYKM,Female,1,Yes,No,72,Two year,Yes,Bank transfer (automatic),96.6,6827.5,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,0.07775744023194868,48+ months (Loyal)
3658-QQJYD,Male,0,No,No,62,One year,Yes,Credit card (automatic),74.3,4698.05,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,0.11924888692315476,48+ months (Loyal)
1803-BGNBD,Female,0,No,No,12,Month-to-month,Yes,Electronic check,54.3,654.5,No,Yes,No,DSL,No,Yes,No,Yes,No,No,0.559023666494253,13-24 months
0134-XWXCE,Female,1,No,No,44,One year,No,Bank transfer (automatic),74.85,3268.05,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0.21577507147561922,25-48 months
6950-TWMYB,Male,0,Yes,Yes,54,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0.09669131569818223,48+ months (Loyal)
5848-FHRFC,Female,0,No,No,68,Two year,No,Bank transfer (automatic),20.05,1386.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.006872152054315797,48+ months (Loyal)
2243-FNMMI,Male,0,No,No,20,Month-to-month,No,Mailed check,19.4,415.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.21429143448671703,13-24 months
2511-MORQY,Male,0,Yes,Yes,50,One year,No,Bank transfer (automatic),54.9,2614.1,No,Yes,Yes,DSL,No,No,Yes,No,No,No,0.10054768062636646,48+ months (Loyal)
5356-KZCKT,Male,0,No,No,58,Two year,Yes,Credit card (automatic),24.45,1513.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0198218435849549,48+ months (Loyal)
9470-XCCEM,Male,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0.6416358149263249,25-48 months
6519-CFDBX,Female,0,No,No,2,Month-to-month,Yes,Electronic check,45.4,80.95,No,Yes,No,DSL,No,No,No,No,No,No,0.7422968313247265,0-12 months (New)
3902-MIVLE,Male,0,Yes,Yes,63,Two year,No,Mailed check,75.7,4676.7,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,0.02586767989714818,48+ months (Loyal)
0409-WTMPL,Female,0,Yes,No,58,One year,Yes,Credit card (automatic),110.65,6526.65,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.35495245290163535,48+ months (Loyal)
